tweet
b'RT @Alfremartinezz: OFICIAL De JONG Nuevo jugador del Barcelona por 5 temporadas . Coste 75 M \xe2\x82\xac fijos y 11 variables . Firma 5 temporadas .\xe2\x80\xa6'
"b'RT @marca: ""Hola fans del Bar\xc3\xa7\xc3\xa1, aqu\xc3\xad Frenkie. Este verano vengo al Bar\xc3\xa7a"". De Jong manda el primer mensaje a su futura afici\xc3\xb3n https://t.c\xe2\x80\xa6'"
b'RT @savoybetcom: \xf0\x9f\x9a\x80Sevilla vs Barcelona skor tahmin YARI\xc5\x9eMASI!\n\n\xf0\x9f\x8e\x81\xc3\x96ne \xc3\x87\xc4\xb1kan Promosyonlar\n%25 #PAPARA BONUS\n%20 #CEPBANK BONUS\n\nKar\xc5\x9f\xc4\xb1la\xc5\x9fman\xc4\xb1n\xe2\x80\xa6'
"b'RT @TonySopranoRM: Estos eran los que se daban golpes en el pecho con la cantera. 140 millones en Dembele, 160 en Coutinho, ahora 75 m\xc3\xa1s va\xe2\x80\xa6'"
"b'RT @RafaelH117: Arthur with Iniesta\xe2\x80\x99s #8 and Frenkie De Jong with Xavi\xe2\x80\x99s #6. If that doesn\xe2\x80\x99t excite you as a Barcelona fan, nothing ever wi\xe2\x80\xa6'"
"b'RT @NUET: Condena sin paliativos desde #Barcelona del intento de Golpe de Estado en #Venezuela \xf0\x9f\x87\xbb\xf0\x9f\x87\xaa, adelante con el Presidente Maduro y el p\xe2\x80\xa6'"
b'RT @Guardiolista01: Barcelona in transfer market this week: \n\nSigns Kevin Prince Boateng\nSigns Frenkie De Jong \n\n https://t.co/wA4t58zHRi'
"b'RT @MMalaverM: Distribuidor Fabricio Ojeda en la troncal Barcelona, Lecher\xc3\xada, Puerto La Cruz. Son las 11 am y no termina de llegar gente. L\xe2\x80\xa6'"
"b'RT @ESPNFC: Barcelona have signed Frenkie de Jong from Ajax in a deal worth an initial \xe2\x82\xac75 million, plus a further \xe2\x82\xac11m in variables. https\xe2\x80\xa6'"
b'RT @akalsey: Next week I\xe2\x80\x99ll be in Barcelona for @Cisco Live and I\xe2\x80\x99ll be taking over the @CiscoWebexDev Twitter account. \n\nFollow and find o\xe2\x80\xa6'
b'RT @TraedRuffles: Acabo de pasarme el Street Fighter con un taxista de Barcelona.'
b'RT @Gregorio__House: @FerR1979 @mipsicoanalisis #putostaxistas #TaxiMafia #LaManana #Taxistas #TaxiNoGracias #TaxiEnLucha #Taxistas barcelo\xe2\x80\xa6'
"b'RT @VictorSerraR: En barcelona, Espa\xc3\xb1a, vamos rumbo a la Generalitat de Catalunya. \xc2\xa1Vamos, Venezuela! https://t.co/gMWfF4l3qb'"
"b""RT @Dannyandro86: @Harryslaststand Trump has nothing to do with it. It's the pueblo venezolano que grita LIBERTAD. \n\nMillions of people hav\xe2\x80\xa6"""
"b""RT @DeadlineDayLive: Frenkie De Jong's Ajax team-mate Matthijs de Ligt wants to follow him to Barcelona. Man City, Juventus and PSG are all\xe2\x80\xa6"""
b'RT @maibortpetit: Barcelona Espa\xc3\xb1a apoya a @jguaido https://t.co/tHN6OlclKA'
"b'RT @Rogermartismo: Entonces el Barcelona acaba de gastarse 90M en un chico que, si, tiene mucho futuro, pero su \xe2\x80\x9cpresente\xe2\x80\x9d, hasta ahora, so\xe2\x80\xa6'"
b'RT @Gregorskyyy: @dominikpiechota Wygra Barcelona poniewa\xc5\xbc jej zawodnicy ju\xc5\xbc teraz daj\xc4\x85 nieprawdopodobn\xc4\x85 jako\xc5\x9b\xc4\x87 i wyrastaj\xc4\x85 na gwiazdy. Tak\xe2\x80\xa6'
"b'RT @Max33Verstappen: Congrats Frenkie! A big time move for a big time player \xf0\x9f\x91\x80. I had my first big win in Barcelona, I hope you also win yo\xe2\x80\xa6'"
"b'RT @mirzaanwar96: Future potential in the next 2-3 years, tak sangka barca jadi beli. Huge boost for barcelona midfield. https://t.co/iZvpP\xe2\x80\xa6'"
b'RT @NoSoyNanaOk: No se juega Nacional-Cesar Vallejo ni Pe\xc3\xb1arol-Barcelona. Est\xc3\xa1n suspendidos. \n#Mundial2030 ya te siento (?)'
b'RT @LlusEsterri: @gallifantes Es un gusto circular por Barcelona estos d\xc3\xadas. Pienso igual.'
b'RT @Pattycontwi: Barcelona - Espa\xc3\xb1a https://t.co/lTsUW4MQdE'
b'RT @InfosFuteboI: OFICIAL: Frenkie De Jong \xc3\xa9 o novo refor\xc3\xa7o do Barcelona. \xc3\x93tima contrata\xc3\xa7\xc3\xa3o! https://t.co/WOhnPoeKXf'
"b'RT @RodrigoRomano76: Suspendidos Nacional-Cesar Vallejo (PER) y Pe\xc3\xb1arol-Barcelona (ECU). La gente, el espectador, otra vez el gran perjudic\xe2\x80\xa6'"
b'RT @Casa_Systems: Experience true #5G with Casa Systems at #MWC19 in Barcelona Feb 25-28. \nSpeak with experts and see our solutions in Hall\xe2\x80\xa6'
"b""RT @jorel_mararubo: @pokeefe1 @Jonny_2607 @RickSpur You've gotta think that this meeting is as much about Poch feeling out Rabiot's persona\xe2\x80\xa6"""
b'RT @shawkiii14: Welcome To Barcelona \xe2\x9c\x8d\xef\xb8\x8f\n#EnjoyFrenkie \n#WeColorFootball\n\xf0\x9f\x94\xb5\xf0\x9f\x94\xb4 https://t.co/BieORM0Xdb'
"b""RT @buzzspor: Barcelona, Frankie de Jong'u 75 milyon euro bedelle transfer etti. \n\nFrankie de Jong, y\xc4\xb1ll\xc4\xb1k 16 milyon euro kazanacak. https:\xe2\x80\xa6"""
"b'RT @TheEuropeanLad: Overmars: \xe2\x80\x9cI am happy he has chosen Barcelona. These two clubs are connected with each other, in terms of history, play\xe2\x80\xa6'"
"b""RT @joseantich: Important!! L'Audi\xc3\xa8ncia de Barcelona reobre el cas del setge policial a la CUP via @elnacionalcat https://t.co/TtYySBQFmY"""
"b""RT @JoseTellezBDN: \xf0\x9f\x98\xb3 No entenc com dirigents de ICV col\xc2\xb7laboren amb la multinacional que persegueix judicialment a pol\xc3\xadtics i t\xc3\xa8cnics de l'\xe2\x80\xa6"""
"b'RT @albertochicote: Ya en casa la historia de uno de los bares m\xc3\xadticos, el @DryMartiniJDLM de #Barcelona.\nDonde un gran profesional y amigo\xe2\x80\xa6'"
b'RT @DannyDred34: Tottenham transfer SHOCK: Pochettino talking to Rabiot TONIGHT to prevent Barcelona move | Football | Sport | https://t.co\xe2\x80\xa6'
"b'RT @barcelonismobr: Barcelona escalado: Jasper Cillessen; Semedo, Piqu\xc3\xa9, Cl\xc3\xa9ment Lenglet e Sergi Roberto; Vidal, Ivan Rakiti\xc4\x87 e Arthur; Car\xe2\x80\xa6'"
"b""RT @goal: Kevin-Prince Boateng goes straight into the Barcelona starting XI for tonight's #CopadelRey meeting with Sevilla! \xf0\x9f\x94\xb4\xf0\x9f\x94\xb5 https://t.co\xe2\x80\xa6"""
b'RT @Clarin_deportes: Barcelona pone 86 millones de euros para sumar a la perla del f\xc3\xbatbol holand\xc3\xa9s https://t.co/NzQSdSGINr https://t.co/9MY\xe2\x80\xa6'
"b'RT @TheFlightDeal: #Airfare Deal: [United] Phoenix - Barcelona, Spain. $647 (Regular Economy) / $537 (Basic Economy) roundtrip. Details: ht\xe2\x80\xa6'"
"b""RT @ESPNFC: Frenkie de Jong is heading to Barcelona.\n\nHere's what they have to look forward to at Camp Nou: https://t.co/WbDO3v2YNC"""
"b'RT @KRLS: Endavant @quimforn ! Barcelona necessita un equip amb lideratge, plural, sense sectarismes, obert al futur i lligat al pa\xc3\xads. La c\xe2\x80\xa6'"
b'RT @CampoDepMX: \xc2\xa1Se acab\xc3\xb3 la novela!\n\nFrankie #DeJong es nuevo jugador del @FCBarcelona \xf0\x9f\x94\xb4\xf0\x9f\x94\xb5\n\nLos detalles de la transferencia aqu\xc3\xad \n\xf0\x9f\x91\x87\xf0\x9f\x8f\xbc\nhttps\xe2\x80\xa6'
b'RT @DeadlineDayLive: \xf0\x9f\x93\x9d DEAL DONE: Barcelona have announced the signing of Frenkie De Jong from Ajax. He has joined for a fee of around \xe2\x82\xac75m\xe2\x80\xa6'
b'RT @ChampionsLeague: \xf0\x9f\x94\xb5\xf0\x9f\x94\xb4 Ajax talent Frenkie de Jong will join Barcelona in the summer on a five-year-deal... \n\n\xe2\x84\xb9\xef\xb8\x8f All you need to know abou\xe2\x80\xa6'
b'RT @mundodeportivo: \xf0\x9f\x93\x8c Boateng debuta como titular en Sevilla https://t.co/9sQPxERi7f #CopaDelRey https://t.co/0zsdw4xIBE'
b'RT @Naija_Xpress: Barcelona Sign De Jong From Ajax For 75 Million Euros | NaijaExpress https://t.co/Q812k72dUu via @Naija_Xpress'
b'RT @SoyFan10: El d\xc3\xada de la s\xc3\xbaper copa de Espa\xc3\xb1a entre Real Madrid y Barcelona. \xf0\x9f\x98\x82 https://t.co/FjvxszCQDt'
"b'RT @FrenkieDeJongBR: O pai de Frenkie De Jong, John De Jong falando sobre Messi e Barcelona:\n\n""Quando menino, ele j\xc3\xa1 falava de Barcelona, s\xe2\x80\xa6'"
"b""RT @swearimnotpaul: Barcelona and Liverpool are both interested in Eintracht Frankfurt forward Luka Jovic, according to Bild. \n\nFrankfurt's\xe2\x80\xa6"""
b'RT @JoseStalinGarc1: @Gol quiero la del barcelona\xf0\x9f\x98\x8d #SevillaBarcaEnGol'
b'RT @mundodeportivo: \xe2\x9a\xa0\xef\xb8\x8f De Ligt tambi\xc3\xa9n quiere ir al Bar\xc3\xa7a\nhttps://t.co/gcWRAc0opP https://t.co/OZEh4IB0fN'
b'RT @Almur_mur: @ContactoCantv Llevamos 11 dias sin tono en el tel\xc3\xa9fono y esta reportado.Hoy fui a reclamar y un empleado me ha dicho que co\xe2\x80\xa6'
"b'RT @barcacentre: Frenkie de Jong: ""Many boys have a dream to reach Ajax\'s first team. Then there is an ultimate goal, for me that goal has\xe2\x80\xa6'"
"b""RT @AlenaSkill: Frenkie de Jong, Arthur Melo, Carles Ale\xc3\xb1\xc3\xa1 and Riqui Puig\n\nBarcelona's midfield is set for the next decade https://t.co/xji\xe2\x80\xa6"""
"b'RT @Alfremartinezz: Barcelona en Sevilla OFICIAL Cillessen ,Semedo, Lenglet,Piqu\xc3\xa9 , Roberto ,Rakitic,Arthur,Vidal, BOATENG, Malcom y Ale\xc3\xb1\xc3\xa1\xe2\x80\xa6'"
"b'RT @alexisycesar: Barcelona ""b"" en @NervionPlaza!'"
b'RT @Ugurfbm_10: Sevilla 4-1 Barcelona https://t.co/UKNhsBYOgL'
b'RT @la_patilla: Jos\xc3\xa9 Santoyo: Guardia Nacional instala c\xc3\xa1maras en Barcelona y Lecher\xc3\xada para amedrentar a ciudadanos este 23 de enero https:\xe2\x80\xa6'
b'RT @plazacasals: Gran fichaje del Barcelona para los pr\xc3\xb3ximos 10 a\xc3\xb1os. Perfecto para el estilo de juego y polivalente para adaptarse al esq\xe2\x80\xa6'
"b'RT @piko04: @leonachelig @diasasaigonados Con varias licencias, menos del 14% en Madrid, menos del 10% en Barcelona y el 0% en Zaragoza. As\xe2\x80\xa6'"
"b'RT @GrimeyStoreBCN: \xf0\x9f\x8e\xb2BRICK TOP COLLECTION\xf0\x9f\x8e\xb2 #SS19 by @grimey_wear.\nAvailable in oficials stores.\n\xf0\x9f\x93\x8cCarrer Doctor Dou, 15.\n\n#GRIMEY #Grmy #GRM\xe2\x80\xa6'"
b'RT @diarioas: \xf0\x9f\xa4\x94 \xc2\xbfQui\xc3\xa9n tiene mejor proyecto de futuro?\n\xf0\x9f\x94\x81 Barcelona\n\xe2\x9d\xa4 Real Madrid\n\n\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 Ceballos 22 a\xc3\xb1os.\n\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 Marcos Llorente 23 a\xc3\xb1os.\n\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 Brahi\xe2\x80\xa6'
b'RT @324cat: Neus Munt\xc3\xa9 i Carles Puigdemont celebren la candidatura de Joaquim Forn a l\xe2\x80\x99alcaldia de Barcelona: \xe2\x80\x9cLa millor not\xc3\xadcia\xe2\x80\x9d i \xe2\x80\x9cLa cap\xe2\x80\xa6'
"b'RT @TramaCope: De Jong ficha por el Barcelona. En el Madrid estamos tranquilos, en breve se aprueba el proyecto de la cubierta retr\xc3\xa1ctil.'"
"b""RT @BenNotley: You've signed one hell of a player @FCBarcelona, I'm so sad he's leaving my beloved @AFCAjax but he's class and will defient\xe2\x80\xa6"""
b'RT @sport: #FCB \xf0\x9f\x94\xb5\xf0\x9f\x94\xb4 | \xc2\xa1FICHADO! \n\xf0\x9f\x92\xa5El Bar\xc3\xa7a anuncia el fichaje de Frenkie de Jong\n\n\xf0\x9f\x92\xb8 75 millones + 11 variables\n\xf0\x9f\x93\x86 Hasta 2024\n\xe2\x9c\x88\xef\xb8\x8f Llega el 1 de\xe2\x80\xa6'
"b'RT @ImpressionistAL: Ok, Barcelona may have got their man in Frenkie De Jong, but just make sure we beat them to the signature of another f\xe2\x80\xa6'"
"b'RT @cecicaputi: Suspendido el partido, no se juega Nacional - C\xc3\xa9sar Vallejo, ni Pe\xc3\xb1arol - Barcelona. La gremial arbitral en acuerdo con la\xe2\x80\xa6'"
"b'RT @EstadaoEsporte: .@FCBarcelona supera PSG e Juventus e anuncia a contrata\xc3\xa7\xc3\xa3o De Jong, do Ajax\nhttps://t.co/dQsV9eq1Ac'"
b'RT @Spelbloggare: \xf0\x9f\x91\x89 #Bettingtips \n\xf0\x9f\x94\x9c 21.30!\n\nhttps://t.co/TGPhzy1qbB'
"b'RT @deportiva: #F\xc3\xbatbol | El FC Barcelona hace oficial el fichaje de Frankie de Jong, procedente del Ajax de Amsterdam, por quien pagaron un\xe2\x80\xa6'"
"b'RT @InfobaeAmerica: El Barcelona cerr\xc3\xb3 el fichaje de Frenkie de Jong: por qu\xc3\xa9 era ""prioritaria"" su contrataci\xc3\xb3n https://t.co/mGpc60AgIG htt\xe2\x80\xa6'"
"b'RT @COPECordoba: El \'vlog\' de Exp\xc3\xb3sito: ""Como si Correos se pusiera en huelga por el e-mail\xe2\x80\x9d. El director de @linternacope analiza la huelg\xe2\x80\xa6'"
"b'RT @EnricJuliana: ""La ilusi\xc3\xb3n es la mala hierba m\xc3\xa1s tenaz de la conciencia colectiva""\n(Antonio Gramsci, 1921)\nLa \xc3\xb1o\xc3\xb1er\xc3\xada progresista de la\xe2\x80\xa6'"
"b'RT @barcacentre: De Jong: ""I opted for Barcelona because of footballing reasons.""'"
b'RT @NetBetFrance: \xf0\x9f\x8f\x86\xf0\x9f\x87\xaa\xf0\x9f\x87\xb8 Match de coupe du roi \xf0\x9f\x91\x91\xe2\x9a\xbd\n\n\xe2\x9a\xbd\xe2\x9e\xa1Seville vs. Barcelona 21h30 \xf0\x9f\x87\xaa\xf0\x9f\x87\xb8\nTrouvez le premier #buteur \xf0\x9f\x94\xa5 50\xe2\x82\xac de #freebets \xc3\xa0 partager\nR\xe2\x80\xa6'
"b'RT @gonnassau: En un a\xc3\xb1o Barcelona ha perdido la World Race, a Uber y a Cabify, y a punto de perder el Mobile World Congress. En tres a\xc3\xb1os\xe2\x80\xa6'"
"b'RT @OSantasusagna: \xe2\x80\x9cThe rules of the game\xe2\x80\x9d (mixed media on paper, 2018) https://t.co/wlAtlcmxZv #effort #life #goal #rugby #sports #paintin\xe2\x80\xa6'"
"b'RT @InnRocha: \xe2\x9e\xa1 Las emociones son predisposiciones para la acci\xc3\xb3n. \n\xe2\x9e\xa1 No podemos elegir nuestras emociones, pero s\xc3\xad podemos elegir qu\xc3\xa9 hace\xe2\x80\xa6'"
b'RT @FOXSoccer: DONE DEAL! \n\n21-year-old Frenkie de Jong will join Barcelona this summer for an initial fee of \xe2\x82\xac75 million. \xf0\x9f\x93\x9d https://t.co/g\xe2\x80\xa6'
b'RT @DeadlineDayLive: Tottenham are hoping to sign Malcom from Barcelona as they identified him as a replacement for injured Harry Kane. (So\xe2\x80\xa6'
"b'RT @denterd: \xf0\x9f\x91\x89@manuelvalls: ""Els castellanoparlants ho passen malament a Barcelona.""\nhttps://t.co/iZD44bWYl8'"
"b""RT @weltfussballAT: Kommt Max W\xc3\xb6ber heute zu seinem Deb\xc3\xbct f\xc3\xbcr den Sevilla FC? Hier geht's zum Liveticker \xf0\x9f\x91\x87 https://t.co/8VvnJkQBDT"""
b'RT @CanalBarca_pt: \xf0\x9f\x94\x8aDe Jong: \xe2\x80\x9cEstou muito orgulhoso e feliz. \xc3\x89 um grande al\xc3\xadvio que tudo \xc3\xa9 oficial agora. Pensei sobre tudo e falei com as\xe2\x80\xa6'
"b'RT @EduPolo: De Jong: \n\n""Ten\xc3\xada ofertas del Manchester City y el PSG tambi\xc3\xa9n, pero el Bar\xc3\xa7a era un sue\xc3\xb1o""\n""Poder jugar con Messi ha sido una\xe2\x80\xa6'"
b'RT @infoligadeluxe: OFICIAL: El FC Barcelona anunci\xc3\xb3 la contrataci\xc3\xb3n de Frenkie De Jong https://t.co/90XImoD8WC'
b'RT @elespanolcom: #\xc3\x9aLTIMAHORA Uber y Cabify se van de Barcelona tras la cesi\xc3\xb3n de la Generalitat a las presiones del Taxi https://t.co/GdyE\xe2\x80\xa6'
"b'RT @BillyHerring777: I don\xe2\x80\x99t see you all as fans,  rather I embrace you all like friends. We\xe2\x80\x99re all stars. Love you all'"
b'RT @ritsukami_bot: \xe7\xaa\x81\xe3\x81\x8d\xe5\xb1\xb1\xe3\x81\xa3\xe3\x81\xa6\xe8\xaa\xb0'
